priority,score,business_name,industry,location,phone,address,rating,reviews,photos,website,reasons
HIGH,85,The Cut Lounge,salon,"Spokane, WA",(555) 858-5655,"6985 Main St, Spokane, WA",3.7,14,5,,Only 5 photos (needs 20+); Only 14 reviews (low social proof)
HIGH,80,The Cut Spa,salon,"Spokane, WA",(555) 812-8651,"2614 Main St, Spokane, WA",4.7,18,5,https://www.thecutspa.com,Only 5 photos (needs 20+); Only 18 reviews (low social proof)
HIGH,80,The Cut Lounge,salon,"Spokane, WA",(555) 361-3614,"847 Main St, Spokane, WA",4.2,21,2,https://www.thecutlounge.com,Only 2 photos (needs 20+); Only 21 reviews (low social proof)
HIGH,80,Glamour Spa,salon,"Spokane, WA",(555) 284-4138,"8464 Main St, Spokane, WA",4.1,15,3,https://www.glamourspa.com,Only 3 photos (needs 20+); Only 15 reviews (low social proof)
HIGH,80,The Cut Barber Shop,salon,"Spokane, WA",(555) 723-2819,"2079 Main St, Spokane, WA",4.0,18,8,https://www.thecutbarbershop.com,Only 8 photos (needs 20+); Only 18 reviews (low social proof)
HIGH,75,Perfect Look Barber Shop,salon,"Spokane, WA",(555) 534-6863,"4814 Main St, Spokane, WA",4.5,43,5,,Only 5 photos (needs 20+); No website listed
HIGH,70,Bella's Hair Barber Shop,salon,"Spokane, WA",(555) 841-4214,"4400 Main St, Spokane, WA",3.7,22,7,https://www.bella'shairbarbershop.com,Only 7 photos (needs 20+); Only 22 reviews (low social proof)
HIGH,65,Glamour Salon,salon,"Spokane, WA",(555) 595-9522,"2097 Main St, Spokane, WA",3.7,32,4,,Only 4 photos (needs 20+); No website listed
HIGH,65,Perfect Look Studio,salon,"Spokane, WA",(555) 472-5534,"8409 Main St, Spokane, WA",3.5,34,8,,Only 8 photos (needs 20+); No website listed
MEDIUM,50,The Cut Studio,salon,"Spokane, WA",(555) 270-3835,"2497 Main St, Spokane, WA",3.5,31,8,https://www.thecutstudio.com,Only 8 photos (needs 20+); Established business (has reviews)
HIGH,95,CrossFit Gym,gym,"Spokane, WA",(555) 766-6398,"3661 Main St, Spokane, WA",4.2,27,4,,Only 4 photos (needs 20+); Only 27 reviews (low social proof)
HIGH,80,Power Fitness,gym,"Spokane, WA",(555) 814-2610,"1436 Main St, Spokane, WA",3.8,33,8,,Only 8 photos (needs 20+); No website listed
HIGH,80,Fit Zone Fitness,gym,"Spokane, WA",(555) 101-2851,"6035 Main St, Spokane, WA",4.1,21,5,https://www.fitzonefitness.com,Only 5 photos (needs 20+); Only 21 reviews (low social proof)
HIGH,75,CrossFit Training Center,gym,"Spokane, WA",(555) 443-2715,"7338 Main St, Spokane, WA",4.7,45,6,,Only 6 photos (needs 20+); No website listed
HIGH,75,CrossFit Training Center,gym,"Spokane, WA",(555) 356-1872,"2149 Main St, Spokane, WA",4.2,43,7,https://www.crossfittrainingcenter.com,Only 7 photos (needs 20+); Missing business hours
HIGH,75,Fit Zone Studio,gym,"Spokane, WA",(555) 178-6108,"9825 Main St, Spokane, WA",4.6,40,7,,Only 7 photos (needs 20+); No website listed
HIGH,75,Peak Performance Box,gym,"Spokane, WA",(555) 140-6502,"8739 Main St, Spokane, WA",4.0,41,8,,Only 8 photos (needs 20+); No website listed
HIGH,75,Fit Zone Studio,gym,"Spokane, WA",(555) 365-9259,"3940 Main St, Spokane, WA",4.4,40,8,,Only 8 photos (needs 20+); No website listed
HIGH,70,Peak Performance Fitness,gym,"Spokane, WA",(555) 357-9436,"8560 Main St, Spokane, WA",3.7,10,3,https://www.peakperformancefitness.com,Only 3 photos (needs 20+); Only 10 reviews (low social proof)
HIGH,65,Peak Performance Box,gym,"Spokane, WA",(555) 679-3078,"1765 Main St, Spokane, WA",3.7,31,8,,Only 8 photos (needs 20+); No website listed
HIGH,65,CrossFit Training Center,gym,"Spokane, WA",(555) 190-9626,"5302 Main St, Spokane, WA",3.7,44,5,,Only 5 photos (needs 20+); No website listed
HIGH,65,Power Fitness,gym,"Spokane, WA",(555) 998-8661,"3525 Main St, Spokane, WA",3.6,39,5,,Only 5 photos (needs 20+); No website listed
HIGH,60,Fit Zone Training Center,gym,"Spokane, WA",(555) 775-7923,"9799 Main St, Spokane, WA",4.4,34,5,https://www.fitzonetrainingcenter.com,Only 5 photos (needs 20+); Established business (has reviews)
HIGH,60,Iron Works Fitness,gym,"Spokane, WA",(555) 679-9374,"8744 Main St, Spokane, WA",4.5,35,2,https://www.ironworksfitness.com,Only 2 photos (needs 20+); Established business (has reviews)
MEDIUM,50,Peak Performance Studio,gym,"Spokane, WA",(555) 541-6136,"1349 Main St, Spokane, WA",3.9,31,2,https://www.peakperformancestudio.com,Only 2 photos (needs 20+); Established business (has reviews)
HIGH,95,Premier Services,restaurant,"Spokane, WA",(555) 990-1785,"5067 Main St, Spokane, WA",4.2,20,6,https://www.premierservices.com,Only 6 photos (needs 20+); Only 20 reviews (low social proof)
HIGH,95,Local Company,restaurant,"Spokane, WA",(555) 299-5412,"4570 Main St, Spokane, WA",4.3,9,2,,Only 2 photos (needs 20+); Only 9 reviews (low social proof)
HIGH,85,Best Shop,restaurant,"Spokane, WA",(555) 676-9236,"6579 Main St, Spokane, WA",3.8,5,3,,Only 3 photos (needs 20+); Only 5 reviews (low social proof)
HIGH,80,Local Shop,restaurant,"Spokane, WA",(555) 660-3889,"3359 Main St, Spokane, WA",4.1,26,8,https://www.localshop.com,Only 8 photos (needs 20+); Only 26 reviews (low social proof)
HIGH,80,Premier Business,restaurant,"Spokane, WA",(555) 108-2025,"8683 Main St, Spokane, WA",4.1,28,2,https://www.premierbusiness.com,Only 2 photos (needs 20+); Only 28 reviews (low social proof)
HIGH,75,Local Store,restaurant,"Spokane, WA",(555) 538-9219,"4177 Main St, Spokane, WA",4.5,31,4,https://www.localstore.com,Only 4 photos (needs 20+); Missing business hours
HIGH,75,Premier Shop,restaurant,"Spokane, WA",(555) 749-3347,"3005 Main St, Spokane, WA",4.1,37,4,,Only 4 photos (needs 20+); No website listed
HIGH,75,Local Services,restaurant,"Spokane, WA",(555) 561-8275,"7936 Main St, Spokane, WA",4.3,33,7,,Only 7 photos (needs 20+); No website listed
HIGH,75,Premier Services,restaurant,"Spokane, WA",(555) 384-4354,"3893 Main St, Spokane, WA",4.4,37,6,https://www.premierservices.com,Only 6 photos (needs 20+); Missing business hours
HIGH,75,Premier Store,restaurant,"Spokane, WA",(555) 408-8884,"9555 Main St, Spokane, WA",4.1,35,7,https://www.premierstore.com,Only 7 photos (needs 20+); Missing business hours
HIGH,70,Premier Business,restaurant,"Spokane, WA",(555) 529-3611,"8784 Main St, Spokane, WA",3.7,7,6,https://www.premierbusiness.com,Only 6 photos (needs 20+); Only 7 reviews (low social proof)
HIGH,65,City Company,restaurant,"Spokane, WA",(555) 467-7843,"6190 Main St, Spokane, WA",3.8,31,8,https://www.citycompany.com,Only 8 photos (needs 20+); Missing business hours
HIGH,60,Local Business,restaurant,"Spokane, WA",(555) 794-8115,"6917 Main St, Spokane, WA",4.3,45,3,https://www.localbusiness.com,Only 3 photos (needs 20+); Established business (has reviews)
HIGH,60,Premier Company,restaurant,"Spokane, WA",(555) 539-6151,"7801 Main St, Spokane, WA",4.0,39,6,https://www.premiercompany.com,Only 6 photos (needs 20+); Established business (has reviews)
MEDIUM,50,Quality Shop,restaurant,"Spokane, WA",(555) 236-5803,"1522 Main St, Spokane, WA",3.9,31,3,https://www.qualityshop.com,Only 3 photos (needs 20+); Established business (has reviews)
