priority,score,business_name,industry,location,phone,address,rating,reviews,photos,website,reasons
HIGH,100,Bella's Hair Lounge,salon,"Spokane, WA",(555) 839-4298,"1196 Main St, Spokane, WA",3.8,18,2,,Only 2 photos (needs 20+); Only 18 reviews (low social proof)
HIGH,95,Perfect Look Spa,salon,"Spokane, WA",(555) 696-6586,"9537 Main St, Spokane, WA",4.6,11,7,,Only 7 photos (needs 20+); Only 11 reviews (low social proof)
HIGH,95,Perfect Look Studio,salon,"Spokane, WA",(555) 723-8934,"7033 Main St, Spokane, WA",4.2,29,8,,Only 8 photos (needs 20+); Only 29 reviews (low social proof)
HIGH,95,Bella's Hair Barber Shop,salon,"Spokane, WA",(555) 598-5261,"6145 Main St, Spokane, WA",4.6,11,3,,Only 3 photos (needs 20+); Only 11 reviews (low social proof)
HIGH,95,Perfect Look Spa,salon,"Spokane, WA",(555) 323-2925,"890 Main St, Spokane, WA",4.7,11,6,https://www.perfectlookspa.com,Only 6 photos (needs 20+); Only 11 reviews (low social proof)
HIGH,95,Perfect Look Spa,salon,"Spokane, WA",(555) 476-7076,"4053 Main St, Spokane, WA",4.2,14,5,https://www.perfectlookspa.com,Only 5 photos (needs 20+); Only 14 reviews (low social proof)
HIGH,95,Style Studio Salon,salon,"Spokane, WA",(555) 955-5991,"6684 Main St, Spokane, WA",4.3,9,4,,Only 4 photos (needs 20+); Only 9 reviews (low social proof)
HIGH,85,Glamour Salon,salon,"Spokane, WA",(555) 890-6294,"9709 Main St, Spokane, WA",3.6,14,3,,Only 3 photos (needs 20+); Only 14 reviews (low social proof)
HIGH,80,Style Studio Spa,salon,"Spokane, WA",(555) 231-4555,"1197 Main St, Spokane, WA",4.7,18,7,https://www.stylestudiospa.com,Only 7 photos (needs 20+); Only 18 reviews (low social proof)
HIGH,75,Perfect Look Lounge,salon,"Spokane, WA",(555) 520-1349,"7215 Main St, Spokane, WA",4.3,32,2,,Only 2 photos (needs 20+); No website listed
HIGH,75,Style Studio Barber Shop,salon,"Spokane, WA",(555) 315-5975,"2318 Main St, Spokane, WA",4.7,33,2,,Only 2 photos (needs 20+); No website listed
HIGH,65,Bella's Hair Salon,salon,"Spokane, WA",(555) 663-8127,"3867 Main St, Spokane, WA",3.8,36,7,,Only 7 photos (needs 20+); No website listed
HIGH,60,The Cut Spa,salon,"Spokane, WA",(555) 887-5412,"2090 Main St, Spokane, WA",4.5,40,4,https://www.thecutspa.com,Only 4 photos (needs 20+); Established business (has reviews)
HIGH,110,CrossFit Box,gym,"Spokane, WA",(555) 240-6428,"1501 Main St, Spokane, WA",4.1,13,8,,Only 8 photos (needs 20+); Only 13 reviews (low social proof)
HIGH,95,Fit Zone Fitness,gym,"Spokane, WA",(555) 247-1370,"9527 Main St, Spokane, WA",4.3,13,7,,Only 7 photos (needs 20+); Only 13 reviews (low social proof)
HIGH,85,CrossFit Studio,gym,"Spokane, WA",(555) 190-5644,"8465 Main St, Spokane, WA",3.6,5,8,,Only 8 photos (needs 20+); Only 5 reviews (low social proof)
HIGH,85,CrossFit Fitness,gym,"Spokane, WA",(555) 748-6810,"3692 Main St, Spokane, WA",3.7,15,3,,Only 3 photos (needs 20+); Only 15 reviews (low social proof)
HIGH,85,Iron Works Gym,gym,"Spokane, WA",(555) 234-7241,"4539 Main St, Spokane, WA",3.9,28,8,,Only 8 photos (needs 20+); Only 28 reviews (low social proof)
HIGH,80,Peak Performance Gym,gym,"Spokane, WA",(555) 697-6640,"5152 Main St, Spokane, WA",4.2,5,5,https://www.peakperformancegym.com,Only 5 photos (needs 20+); Only 5 reviews (low social proof)
HIGH,75,CrossFit Studio,gym,"Spokane, WA",(555) 266-7130,"8789 Main St, Spokane, WA",4.0,40,5,,Only 5 photos (needs 20+); No website listed
HIGH,75,Iron Works Fitness,gym,"Spokane, WA",(555) 700-1882,"7513 Main St, Spokane, WA",4.4,31,5,,Only 5 photos (needs 20+); No website listed
HIGH,75,Peak Performance Studio,gym,"Spokane, WA",(555) 403-1955,"328 Main St, Spokane, WA",4.0,40,2,https://www.peakperformancestudio.com,Only 2 photos (needs 20+); Missing business hours
HIGH,75,Power Box,gym,"Spokane, WA",(555) 358-3065,"9746 Main St, Spokane, WA",4.7,33,4,,Only 4 photos (needs 20+); No website listed
HIGH,75,Power Studio,gym,"Spokane, WA",(555) 324-8237,"3505 Main St, Spokane, WA",4.7,37,8,,Only 8 photos (needs 20+); No website listed
HIGH,70,Iron Works Fitness,gym,"Spokane, WA",(555) 235-8467,"9281 Main St, Spokane, WA",3.6,23,6,https://www.ironworksfitness.com,Only 6 photos (needs 20+); Only 23 reviews (low social proof)
HIGH,70,Fit Zone Studio,gym,"Spokane, WA",(555) 586-7868,"6305 Main St, Spokane, WA",3.7,21,7,https://www.fitzonestudio.com,Only 7 photos (needs 20+); Only 21 reviews (low social proof)
HIGH,65,CrossFit Studio,gym,"Spokane, WA",(555) 476-2522,"1514 Main St, Spokane, WA",3.7,38,7,,Only 7 photos (needs 20+); No website listed
HIGH,60,CrossFit Studio,gym,"Spokane, WA",(555) 172-3734,"9406 Main St, Spokane, WA",4.0,44,4,https://www.crossfitstudio.com,Only 4 photos (needs 20+); Established business (has reviews)
HIGH,95,Premier Business,restaurant,"Spokane, WA",(555) 824-4279,"2814 Main St, Spokane, WA",4.2,19,8,,Only 8 photos (needs 20+); Only 19 reviews (low social proof)
HIGH,95,City Services,restaurant,"Spokane, WA",(555) 992-6066,"1918 Main St, Spokane, WA",4.7,14,3,,Only 3 photos (needs 20+); Only 14 reviews (low social proof)
HIGH,95,City Company,restaurant,"Spokane, WA",(555) 386-1340,"8366 Main St, Spokane, WA",4.6,10,8,,Only 8 photos (needs 20+); Only 10 reviews (low social proof)
HIGH,95,Local Company,restaurant,"Spokane, WA",(555) 446-3625,"7748 Main St, Spokane, WA",4.5,14,4,https://www.localcompany.com,Only 4 photos (needs 20+); Only 14 reviews (low social proof)
HIGH,90,Quality Company,restaurant,"Spokane, WA",(555) 864-7913,"8952 Main St, Spokane, WA",4.3,39,4,,Only 4 photos (needs 20+); No website listed
HIGH,90,City Shop,restaurant,"Spokane, WA",(555) 294-2742,"9335 Main St, Spokane, WA",4.3,30,6,,Only 6 photos (needs 20+); No website listed
HIGH,85,Premier Services,restaurant,"Spokane, WA",(555) 138-4927,"4211 Main St, Spokane, WA",3.7,24,8,,Only 8 photos (needs 20+); Only 24 reviews (low social proof)
HIGH,80,Quality Store,restaurant,"Spokane, WA",(555) 885-9064,"317 Main St, Spokane, WA",4.4,13,5,https://www.qualitystore.com,Only 5 photos (needs 20+); Only 13 reviews (low social proof)
HIGH,80,Quality Business,restaurant,"Spokane, WA",(555) 439-4089,"1257 Main St, Spokane, WA",4.6,12,2,https://www.qualitybusiness.com,Only 2 photos (needs 20+); Only 12 reviews (low social proof)
HIGH,80,City Store,restaurant,"Spokane, WA",(555) 343-5644,"3086 Main St, Spokane, WA",4.0,19,5,https://www.citystore.com,Only 5 photos (needs 20+); Only 19 reviews (low social proof)
HIGH,70,Local Services,restaurant,"Spokane, WA",(555) 770-8183,"6513 Main St, Spokane, WA",3.9,8,8,https://www.localservices.com,Only 8 photos (needs 20+); Only 8 reviews (low social proof)
HIGH,70,Quality Company,restaurant,"Spokane, WA",(555) 879-8426,"3878 Main St, Spokane, WA",3.5,19,6,https://www.qualitycompany.com,Only 6 photos (needs 20+); Only 19 reviews (low social proof)
HIGH,65,City Services,restaurant,"Spokane, WA",(555) 682-7604,"3910 Main St, Spokane, WA",3.6,40,2,,Only 2 photos (needs 20+); No website listed
HIGH,65,City Shop,restaurant,"Spokane, WA",(555) 857-7355,"9283 Main St, Spokane, WA",3.9,38,5,,Only 5 photos (needs 20+); No website listed
HIGH,60,Quality Shop,restaurant,"Spokane, WA",(555) 714-5095,"5115 Main St, Spokane, WA",4.2,35,8,https://www.qualityshop.com,Only 8 photos (needs 20+); Established business (has reviews)
