priority,score,business_name,industry,location,phone,address,rating,reviews,photos,website,reasons
MEDIUM,50,Rosenberger Construction,contractor,"Coeur d'Alene, ID",(208) 772-5018,"10149 N Taryne St, Hayden, ID 83835, USA",4.7,27,10,http://www.rosenbergerhomes.com/,Only 27 reviews (low social proof); Established business (has reviews)
MEDIUM,50,Camas Contracting,contractor,"Coeur d'Alene, ID",(208) 550-3305,"409 Coeur D Alene Ave Suite 14, Coeur d'Alene, ID 83814, USA",0,0,1,https://camascontracting.com/,Only 1 photos (needs 20+); Only 0 reviews (low social proof)
MEDIUM,50,"Aspen Construction & Design, LLC",contractor,"Coeur d'Alene, ID",(208) 216-1964,"5861 N Pinegrove Dr, Coeur d'Alene, ID 83815, USA",4.8,26,10,http://www.exteriorsbyaspen.com/?utm_campaign=gmb&utm_medium=organic&utm_source=gmb,Only 26 reviews (low social proof); Established business (has reviews)
MEDIUM,50,Affordable Custom Builders,contractor,"Coeur d'Alene, ID",(208) 661-2497,"401-1/2 E Sherman Ave Ste 207, Coeur d'Alene, ID 83814, USA",4.9,26,10,http://affordablecustombuilders.com/,Only 26 reviews (low social proof); Established business (has reviews)
MEDIUM,50,Coeur Builders,contractor,"Coeur d'Alene, ID",(208) 661-2497,"401-1/2 Sherman Ave Ste 207, Coeur d'Alene, ID 83814, USA",5,6,10,http://www.coeurbuilders.com/,Only 6 reviews (low social proof); Established business (has reviews)
MEDIUM,45,Weldons construction,contractor,"Coeur d'Alene, ID",(208) 640-9508,"709 N 12th St, Coeur d'Alene, ID 83814, USA",5,1,10,,Only 1 reviews (low social proof); No website listed
LOW,30,Kingdom Construction,contractor,"Coeur d'Alene, ID",(208) 699-4781,"100 sun up road, Coeur d'Alene, ID 83815, USA",4.8,37,10,http://www.kingdomconstructioncda.com/,Established business (has reviews); Good rating (cares about reputation)
LOW,30,Johnson Construction,contractor,"Coeur d'Alene, ID",(208) 755-4362,"201 N 3rd St, Coeur d'Alene, ID 83814, USA",5,3,10,https://jcidaho.com/,Only 3 reviews (low social proof); Good rating (cares about reputation)
LOW,30,Atlas Building Group,contractor,"Coeur d'Alene, ID",(208) 818-7941,"2026 N Beebe Blvd, Coeur d'Alene, ID 83814, USA",5,43,10,https://www.atlasbuildinggroup.com/,Established business (has reviews); Good rating (cares about reputation)
LOW,30,Messina Construction,contractor,"Coeur d'Alene, ID",(208) 765-5714,"2900 N Government Wy PMB 239, Coeur d'Alene, ID 83815, USA",5,1,10,https://www.messinaconstruction.com/,Only 1 reviews (low social proof); Good rating (cares about reputation)
LOW,30,"Synergy Contracting, LLC.",contractor,"Coeur d'Alene, ID",(208) 660-0159,"426 E Orchard Ave, Hayden, ID 83835, USA",5,3,10,http://synergy-contracting.com/,Only 3 reviews (low social proof); Good rating (cares about reputation)
HIGH,90,All-Ways Plumbing,plumber,"Coeur d'Alene, ID",(208) 773-0970,"941 N 16th St, Coeur d'Alene, ID 83814, USA",5,2,0,,Only 0 photos (needs 20+); Only 2 reviews (low social proof)
HIGH,75,The 24 Hr Plumber,plumber,"Coeur d'Alene, ID",(208) 291-1235,"3813 N Honeysuckle Dr, Coeur d'Alene, ID 83815, USA",5,1,1,,Only 1 photos (needs 20+); Only 1 reviews (low social proof)
MEDIUM,50,Fall Line Plumbing,plumber,"Coeur d'Alene, ID",(208) 699-2184,"217 E Foster Ave, Coeur d'Alene, ID 83814, USA",5,17,10,http://www.falllineplumb.com/,Only 17 reviews (low social proof); Established business (has reviews)
MEDIUM,40,Eagle Plumbing,plumber,"Coeur d'Alene, ID",(208) 667-4646,"174 E Neider Ave #113, Coeur d'Alene, ID 83815, USA",4.8,194,9,http://www.eagleplumbingcda.com/,Only 9 photos (needs 20+); Good rating (cares about reputation)
MEDIUM,40,Honest Plumbing,plumber,"Coeur d'Alene, ID",(208) 987-3234,"174 E Neider Ave #502, Coeur d'Alene, ID 83814, USA",5,232,8,http://www.honestplumbingnorthidaho.com/,Only 8 photos (needs 20+); Good rating (cares about reputation)
MEDIUM,40,Fred's Plumbing,plumber,"Coeur d'Alene, ID",(208) 260-4970,"2955 W Dakota Ave, Hayden, ID 83835, USA",4.7,79,4,http://fredsplumbingcda.com/,Only 4 photos (needs 20+); Good rating (cares about reputation)
LOW,30,"Neuman's Plumbing, Inc.",plumber,"Coeur d'Alene, ID",(208) 772-4380,"7560 N Government Wy, Dalton Gardens, ID 83815, USA",4.6,31,10,https://www.neumansplumbing.com/,Established business (has reviews); Good rating (cares about reputation)
MEDIUM,40,Coeur d' Alene Family Dentistry,dentist,"Coeur d'Alene, ID",(208) 664-9129,"2201 N Government Wy suite g, Coeur d'Alene, ID 83814, USA",5,332,2,http://www.coeur-d-alene-family-dentistry.net/,Only 2 photos (needs 20+); Good rating (cares about reputation)
MEDIUM,40,Advanced Family Dentistry,dentist,"Coeur d'Alene, ID",(208) 667-1154,"910 W Ironwood Dr, Coeur d'Alene, ID 83814, USA",5,446,6,http://www.drmosby.com/,Only 6 photos (needs 20+); Good rating (cares about reputation)
MEDIUM,40,Ideal Family Dental,dentist,"Coeur d'Alene, ID",(208) 664-4831,"700 W Ironwood Dr STE 241, Coeur d'Alene, ID 83814, USA",4.9,340,3,https://www.idealfamilydentistry.com/,Only 3 photos (needs 20+); Good rating (cares about reputation)
MEDIUM,40,Element Dental,dentist,"Coeur d'Alene, ID",(208) 664-2160,"1015 W Ironwood Dr, Coeur d'Alene, ID 83814, USA",4.9,464,8,https://www.elementdentalcda.com/?utm_source=gmb&utm_medium=organic,Only 8 photos (needs 20+); Good rating (cares about reputation)
MEDIUM,40,Lakeview Dental,dentist,"Coeur d'Alene, ID",(208) 714-4580,"801 Milwaukee Dr, Coeur d'Alene, ID 83814, USA",4.9,239,5,https://lakeviewdentalclinic.com/,Only 5 photos (needs 20+); Good rating (cares about reputation)
MEDIUM,40,Scholes Family Dental,dentist,"Coeur d'Alene, ID",(208) 667-1578,"1250 W Ironwood Dr STE 216, Coeur d'Alene, ID 83814, USA",4.9,145,7,https://www.scholesfamilydental.com/,Only 7 photos (needs 20+); Good rating (cares about reputation)
MEDIUM,40,Willamette Dental Group - Coeur d'Alene,dentist,"Coeur d'Alene, ID",(855) 433-6825,"943 W Ironwood Dr Suite 200, Coeur d'Alene, ID 83814, USA",4.5,129,4,https://locations.willamettedental.com/id/coeur-d-alene/943-w-ironwood-drive-4233790,Only 4 photos (needs 20+); Good rating (cares about reputation)
MEDIUM,40,Smart Family Dentistry,dentist,"Coeur d'Alene, ID",(208) 667-0012,"1717 Lincoln Wy Suite 204, Coeur d'Alene, ID 83814, USA",5,52,0,https://www.cdasmartfamilydentistry.com/,Only 0 photos (needs 20+); Good rating (cares about reputation)
MEDIUM,40,DDS Northwest,dentist,"Coeur d'Alene, ID",(208) 765-3322,"1800 Lincoln Wy Suite 200, Coeur d'Alene, ID 83814, USA",4.4,179,2,https://www.ddsnorthwest.com/,Only 2 photos (needs 20+); Good rating (cares about reputation)
HIGH,80,Helping Hands Chiropractic and Wellness Center,chiropractor,"Coeur d'Alene, ID",(208) 664-0444,"116 W Neider Ave, Coeur d'Alene, ID 83815, USA",4.8,16,5,http://www.helpinghandschiro.com/,Only 5 photos (needs 20+); Only 16 reviews (low social proof)
HIGH,80,Stoddard Chiropractic: Stoddard Charlene R DC,chiropractor,"Coeur d'Alene, ID",(208) 667-0875,"1025 W Ironwood Dr STE 2, Coeur d'Alene, ID 83814, USA",5,16,7,http://www.stoddardchiropractic.com/,Only 7 photos (needs 20+); Only 16 reviews (low social proof)
HIGH,80,CV Chiropractic,chiropractor,"Coeur d'Alene, ID",(208) 966-4930,"2415 N Government Wy Suite 6, Coeur d'Alene, ID 83814, USA",5,14,4,http://www.cvchiro-cda.com/,Only 4 photos (needs 20+); Only 14 reviews (low social proof)
MEDIUM,50,Thrive Chiropractic Advanced Wellness Solutions,chiropractor,"Coeur d'Alene, ID",(208) 665-9688,"1230 N Northwood Center Ct, Coeur d'Alene, ID 83814, USA",5,21,10,https://thrivecda.com/,Only 21 reviews (low social proof); Established business (has reviews)
MEDIUM,40,Walk In Chiropractic - Coeur d'Alene,chiropractor,"Coeur d'Alene, ID",(208) 930-1123,"3500 N Government Wy #106, Coeur d'Alene, ID 83815, USA",4.7,302,7,https://www.walkinadjustment.com/coeur-dalene/,Only 7 photos (needs 20+); Good rating (cares about reputation)
MEDIUM,40,Unlimited Health Chiropractic,chiropractor,"Coeur d'Alene, ID",(208) 930-4944,"320 E Neider Ave Suite 103, Coeur d'Alene, ID 83815, USA",4.9,222,9,http://www.unlimitedhealthchiropractic.com/?utm_source=googlemybusiness&utm_medium=gmbprofile&utm_campaign=GMBG,Only 9 photos (needs 20+); Good rating (cares about reputation)
MEDIUM,40,First Care Chiropractic,chiropractor,"Coeur d'Alene, ID",(208) 772-0802,"6125 N Sunshine St A, Coeur d'Alene, ID 83815, USA",5,95,3,http://www.fcchirowellness.com/,Only 3 photos (needs 20+); Good rating (cares about reputation)
MEDIUM,40,Muscle Works Chiropractic & Muscle Activation,chiropractor,"Coeur d'Alene, ID",(208) 660-2480,"110 E Wallace Ave, Coeur d'Alene, ID 83814, USA",5,87,9,https://www.activemuscleworks.com/,Only 9 photos (needs 20+); Good rating (cares about reputation)
MEDIUM,40,Priebe Chiropractic,chiropractor,"Coeur d'Alene, ID",(208) 664-5225,"850 W Ironwood Dr STE 104, Coeur d'Alene, ID 83814, USA",4.8,77,1,https://priebechiropractic.com/,Only 1 photos (needs 20+); Good rating (cares about reputation)
HIGH,95,Monday Mornings Coffee Co.,coffee shop,"Coeur d'Alene, ID",,"1750 West Appleway Ave., Coeur d'Alene, ID 83814, USA",4.1,27,0,,Only 0 photos (needs 20+); Only 27 reviews (low social proof)
HIGH,95,Milk and Honey Coffee,coffee shop,"Coeur d'Alene, ID",,"5277 N Government Wy, Coeur d'Alene, ID 83815, USA",4.6,13,2,,Only 2 photos (needs 20+); Only 13 reviews (low social proof)
HIGH,60,Anchored Coffee Company Ironwood,coffee shop,"Coeur d'Alene, ID",(208) 551-2388,"930 W Ironwood Dr, Coeur d'Alene, ID 83814, USA",4.7,34,5,http://anchoredcoffeecompany.com/,Only 5 photos (needs 20+); Established business (has reviews)
LOW,25,Cornerstone Coffee and Sweets,coffee shop,"Coeur d'Alene, ID",(208) 930-1664,"814 N 4th St, Coeur d'Alene, ID 83814, USA",4.9,79,10,,No website listed; Good rating (cares about reputation)
LOW,25,Sebastian's Coffee & Pastries,coffee shop,"Coeur d'Alene, ID",(208) 551-3939,"1114 W Ironwood Dr, Coeur d'Alene, ID 83814, USA",5,90,10,,No website listed; Good rating (cares about reputation)
LOW,25,Roasted Coffee Company Coeur d'Alene,coffee shop,"Coeur d'Alene, ID",(208) 518-1555,"233 W Dalton Ave, Coeur d'Alene, ID 83815, USA",4.9,59,10,,No website listed; Good rating (cares about reputation)
HIGH,95,Hit Fitness Spokane,gym,"Spokane, WA",(707) 477-1337,"309 W 2nd Ave, Spokane, WA 99201, USA",5,11,4,,Only 4 photos (needs 20+); Only 11 reviews (low social proof)
MEDIUM,50,Spokane Club Athletic Facility And Gym,gym,"Spokane, WA",(509) 838-8511,"1002 W Main Ave, Spokane, WA 99201, USA",4.5,11,10,https://www.spokaneclub.org/,Only 11 reviews (low social proof); Established business (has reviews)
MEDIUM,40,Forward,gym,"Spokane, WA",(509) 230-6565,"6501 N Cedar Rd Building 1, Spokane, WA 99208, USA",4.9,156,7,https://forwardspokane.com/home,Only 7 photos (needs 20+); Good rating (cares about reputation)
LOW,30,Southside Lifting Club,gym,"Spokane, WA",(509) 321-7064,"2910 E 57th Ave suite 3, Spokane, WA 99223, USA",4.8,45,10,http://southsideliftingclub.com/,Established business (has reviews); Good rating (cares about reputation)
LOW,30,Eden Salon,salon,"Spokane, WA",(509) 822-7483,"1901 N Madison St, Spokane, WA 99205, USA",5,45,10,http://edensalonspokane.com/,Established business (has reviews); Good rating (cares about reputation)
LOW,30,Coven Hair Co.,salon,"Spokane, WA",,"22 W Main Ave Ste 3, Spokane, WA 99201, USA",5,50,10,https://www.covenhairco.com/,Established business (has reviews); Good rating (cares about reputation)
LOW,30,KoCo Salon & Spa,salon,"Spokane, WA",(509) 319-9326,"10407 N Newport Hwy, Spokane, WA 99218, USA",5,31,10,https://m.facebook.com/KoCosalonandspa/,Established business (has reviews); Good rating (cares about reputation)
LOW,25,Roots Salon and Spa,salon,"Spokane, WA",(509) 413-2914,"1012 S Perry St, Spokane, WA 99202, USA",4.8,88,10,,No website listed; Good rating (cares about reputation)
HIGH,60,Baker Construction & Development,contractor,"Spokane, WA",(509) 535-3668,"2711 E Sprague Ave, Spokane, WA 99202, USA",4.5,32,5,http://www.bakerconstruct.com/,Only 5 photos (needs 20+); Established business (has reviews)
HIGH,60,Construction Services,contractor,"Spokane, WA",(509) 777-0004,"120 North Stevens Street, 1612 S Williams Ln Suite 300, Spokane, WA 99201, USA",5,1,1,http://www.csspokane.com/,Only 1 photos (needs 20+); Only 1 reviews (low social proof)
MEDIUM,50,Ramey Construction Company,contractor,"Spokane, WA",(509) 483-9000,"5930 N Freya St, Spokane, WA 99217, USA",4.8,17,10,http://www.rameyco.com/,Only 17 reviews (low social proof); Established business (has reviews)
MEDIUM,50,Scotts Custom Construction and Spokane Handyman Service,contractor,"Spokane, WA",(509) 862-2458,"1312 N Monroe St STE 189, Spokane, WA 99201, USA",4.9,25,10,https://www.scottscustomconstruction.com/,Only 25 reviews (low social proof); Established business (has reviews)
MEDIUM,50,Alpine Construction,contractor,"Spokane, WA",(509) 448-8099,"4419 E Glennaire Dr, Spokane, WA 99223, USA",4.1,17,10,http://www.alpineremodelers.com/,Only 17 reviews (low social proof); Established business (has reviews)
MEDIUM,50,Kelsey & Company General Contracting Llc,contractor,"Spokane, WA",(509) 590-7271,"816 W Francis Ave #413, Spokane, WA 99205, USA",5,12,10,https://kelsey-company-general-contracting-llc.zarlasites.com/,Only 12 reviews (low social proof); Established business (has reviews)
MEDIUM,50,Brother's Keeper Construction,contractor,"Spokane, WA",(509) 989-3846,"1509 W Alice Ave, Spokane, WA 99205, USA",5,22,10,https://www.brotherskeeperconstruction.net/,Only 22 reviews (low social proof); Established business (has reviews)
MEDIUM,50,Wren Building Co.,contractor,"Spokane, WA",(509) 863-8833,"518 W Riverside Ave, Spokane, WA 99201, USA",5,16,10,https://wrenbuildingco.com/?utm_source=google&utm_medium=local&utm_campaign=Google+Business+Profile,Only 16 reviews (low social proof); Established business (has reviews)
MEDIUM,50,Walker Construction,contractor,"Spokane, WA",(509) 535-3354,"1800 E Trent Ave, Spokane, WA 99202, USA",4.3,15,10,https://walkerconstructioninc.com/,Only 15 reviews (low social proof); Established business (has reviews)
LOW,30,Count On It Construction LLC,contractor,"Spokane, WA",(509) 209-6657,"418 E Pacific Ave, Spokane, WA 99202, USA",4.7,30,10,http://www.countonitconstruction.com/,Established business (has reviews); Good rating (cares about reputation)
LOW,30,Garco Construction,contractor,"Spokane, WA",(509) 535-4688,"4114 E Broadway Ave, Spokane, WA 99202, USA",4.9,35,10,http://www.garco.com/,Established business (has reviews); Good rating (cares about reputation)
LOW,30,Heinemann Construction LLC,contractor,"Spokane, WA",(509) 844-1414,"17 N Flora Rd Unit B, Veradale, WA 99037, USA",5,31,10,https://www.heinemannconstructionllc.com/,Established business (has reviews); Good rating (cares about reputation)
LOW,30,Strohmaier Design & Build,contractor,"Spokane, WA",(509) 434-6177,"4217 E Main Ave, Spokane, WA 99202, USA",4.9,31,10,http://strohmaier.com/,Established business (has reviews); Good rating (cares about reputation)
LOW,30,Sashiks Construction LLC,contractor,"Spokane, WA",(425) 344-7683,"11306 N Morrill Dr, Mead, WA 99021, USA",5,45,10,https://sashiksconstruction.com/,Established business (has reviews); Good rating (cares about reputation)
HIGH,75,Cougar Rooter,plumber,"Spokane, WA",(509) 319-9078,"3120 S Grand Blvd #8054, Spokane, WA 99203, USA",5,47,9,,Only 9 photos (needs 20+); No website listed
MEDIUM,40,Spokane Plumbing and Heating,plumber,"Spokane, WA",(509) 519-2626,"5827 N Florida St, Spokane, WA 99217, USA",4.6,56,7,https://www.spokaneplumbing.com/,Only 7 photos (needs 20+); Good rating (cares about reputation)
MEDIUM,40,Tactical Plumbing & Piping,plumber,"Spokane, WA",(509) 263-2160,"3615 E Trent Ave, Spokane, WA 99202, USA",5,63,9,http://www.tacticalplumbingspokane.com/,Only 9 photos (needs 20+); Good rating (cares about reputation)
MEDIUM,40,Plumber Faucets N' Stuff,plumber,"Spokane, WA",(509) 924-8881,"12205 E 1st Ave, Spokane Valley, WA 99206, USA",4.9,51,3,http://faucetsnstuffplumbing.com/,Only 3 photos (needs 20+); Good rating (cares about reputation)
MEDIUM,40,Cascade Dental Care - North Spokane,dentist,"Spokane, WA",(509) 466-9638,"101 W Cascade Way # 202, Spokane, WA 99208, USA",4.8,230,5,https://www.cascadedentalspokane.com/north-spokane-wa/,Only 5 photos (needs 20+); Good rating (cares about reputation)
MEDIUM,40,Maple Street Family Dentistry,dentist,"Spokane, WA",(509) 928-5001,"4610 N Ash St #102, Spokane, WA 99205, USA",4.8,255,8,https://maplestreetfamilydentistry.com/,Only 8 photos (needs 20+); Good rating (cares about reputation)
MEDIUM,40,Complete Dental Care,dentist,"Spokane, WA",(509) 328-2539,"707 W Francis Ave # 100, Spokane, WA 99205, USA",4.8,306,3,https://www.completedentalnw.com/?utm_source=GoogleMyBusiness&utm_medium=organic&utm_campaign=gmb-spokane-wa,Only 3 photos (needs 20+); Good rating (cares about reputation)
MEDIUM,40,"Bright Now! Dental & Orthodontics - Spokane, WA",dentist,"Spokane, WA",(509) 464-2001,"7407 N Division St # K, Spokane, WA 99208, USA",4.3,456,7,https://www.brightnow.com/dental-office/spokane-dentist/10020/?utm_source=generic&utm_medium=profiles&utm_campaign=local_profiles,Only 7 photos (needs 20+); Good rating (cares about reputation)
MEDIUM,40,University Chiropractic,chiropractor,"Spokane, WA",(509) 590-0156,"13701 E Sprague Ave, Spokane Valley, WA 99216, USA",4.9,369,8,https://chiropractorspokanevalleywa.com/,Only 8 photos (needs 20+); Good rating (cares about reputation)
MEDIUM,40,Sicilia Chiropractic,chiropractor,"Spokane, WA",(509) 489-2883,"611 W Garland Ave, Spokane, WA 99205, USA",5,263,0,http://www.siciliachiropractic.net/,Only 0 photos (needs 20+); Good rating (cares about reputation)
MEDIUM,40,Raab Chiropractic,chiropractor,"Spokane, WA",(509) 327-8005,"1432 W Francis Ave, Spokane, WA 99205, USA",4.9,156,4,https://www.raabchiropractic.com/,Only 4 photos (needs 20+); Good rating (cares about reputation)
MEDIUM,40,Lockhart Chiropractic and Massage,chiropractor,"Spokane, WA",(509) 413-2482,"1410 N Mullan Rd #100, Spokane Valley, WA 99206, USA",5,140,2,http://www.lockhartchiropracticclinic.com/,Only 2 photos (needs 20+); Good rating (cares about reputation)
HIGH,80,Black Sheep Coffee Co,coffee shop,"Spokane, WA",,"5226 N Division St, Spokane, WA 99207, USA",4.2,21,2,http://blksheepcoffee.com/,Only 2 photos (needs 20+); Only 21 reviews (low social proof)
MEDIUM,55,Black Sheep Coffee Company,coffee shop,"Spokane, WA",,"921 E Houston Ave, Spokane, WA 99208, USA",4.6,205,2,,Only 2 photos (needs 20+); No website listed
MEDIUM,55,Devil's Brew,coffee shop,"Spokane, WA",(509) 981-8103,"1228 W Northwest Blvd suite a, Spokane, WA 99205, USA",4.2,97,1,,Only 1 photos (needs 20+); No website listed
MEDIUM,50,Vanilla & Honey Espresso,coffee shop,"Spokane, WA",,"7 W Pacific Ave, Spokane, WA 99202, USA",4.8,27,10,https://instagram.com/Vanilla.honey.espresso,Only 27 reviews (low social proof); Established business (has reviews)
LOW,30,Grit Grounds Coffee,coffee shop,"Spokane, WA",(509) 392-4548,"4808 E Sprague Ave suite 206, Spokane, WA 99212, USA",5,38,10,https://www.gritgrounds.net/,Established business (has reviews); Good rating (cares about reputation)
LOW,25,BRU COFFEE HAUSE,coffee shop,"Spokane, WA",,"9803 N Division St, Spokane, WA 99218, USA",4.6,198,10,,No website listed; Good rating (cares about reputation)
LOW,25,Brews Bros Coffee Bar,coffee shop,"Spokane, WA",(509) 456-5858,"734 W Sprague Ave, Spokane, WA 99201, USA",4.5,536,10,,No website listed; Good rating (cares about reputation)
